market_id,question,description,category,active,closed,end_date,slug,outcomes,condition_id,clob_token_ids,is_relevant
544094,Will Harvey Weinstein be sentenced to between 5 and 10 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,True,False,2025-12-31 12:00:00+00:00,will-harvey-weinstein-be-sentenced-to-between-5-and-10-years-in-prison,"[""Yes"", ""No""]",0x3209617364a0d598435806b59d0d056b606022dc9028c466ad7912df94fc170c,"[""8585617872562550075367684165842985213222082790621129799520234539666057750015"", ""103705222348348023632358209307161171933864556870678885035120650593331360918837""]",False
544095,Will Harvey Weinstein be sentenced to between 10 and 20 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,True,False,2025-12-31 12:00:00+00:00,will-harvey-weinstein-be-sentenced-to-between-10-and-20-years-in-prison,"[""Yes"", ""No""]",0x3d495a3e05eaffe438bb1c2ab97ed57a79b0a6ab18a2ca6fa5b448e20ce70082,"[""15540133404064485946536607974212890170021691204987131841181394872998839987451"", ""63603874958591978684257718702104189214159397118281244112857573557732401361881""]",False
544096,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,True,False,2025-12-31 12:00:00+00:00,will-harvey-weinstein-be-sentenced-to-between-20-and-30-years-in-prison,"[""Yes"", ""No""]",0xdee5db5410b362783a1405b66b9aa08a7d050ae1f99e8da85b9d1ae7962dad3b,"[""40689385937970031985272152180777653235879119412231903065658922913468759560353"", ""109223657334725476924710634471321315385389367621714474291402615707818729630121""]",False
544097,Will Harvey Weinstein be sentenced to more than 30 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,True,False,2025-12-31 12:00:00+00:00,will-harvey-weinstein-be-sentenced-to-more-than-30-years-in-prison,"[""Yes"", ""No""]",0x2499928ffbe6022444543dcd940075259cecb5e41e346284b578cb64e1404d32,"[""87036266705700330884624690101790543034325645582506946990660049003915176778714"", ""26608800110066527607246656145735191327716408714826934367635297922290688100618""]",False
553824,Will the Carolina Hurricanes win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Carolina Hurricanes win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xf7b5491e70b477d451afe7d9c1fde4bf1a927e69ff289d294b96df164f6c10f0,"[""79397003434468715775480922117285203652110865791390656395657957066470661722480"", ""40473977441010332007887229299980126707900816205713676157646215720073415416624""]",False
553826,Will the Edmonton Oilers win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Edmonton Oilers win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-edmonton-oilers-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x4a67e1270a2ed86be8fc524b6114640e41b0c56303ecaa9584deacd62402650a,"[""26994926807159308505531352241892510362185630293975165092400997815774500370214"", ""93243135936056253080731148169253301176422868656587067154045597758216732275467""]",False
553827,Will the Dallas Stars win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Dallas Stars win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-dallas-stars-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x44887f53abbfe7531b1384420b185a5f10ee42a4e6c9441d5883abd4f3c1e5ef,"[""17581551835670188629115760053820570516688258623733228909199148495084738589631"", ""48350886075645487969183664927181889134443172406220772590108122172302333217567""]",False
553828,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Colorado Avalanche win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xf8f63bb47b2a7c2e0c1be3cedf4075079b11c07476d76a9469065b0c4791961a,"[""101738487887518832481587379955535423775326921556438741919099866785354159699479"", ""87978082071653935678874296685430503892266481242311708420787197372467948088235""]",False
553829,Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Vegas Golden Knights win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-vegas-golden-knights-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x89389a6b1439856a8d366234c795d72865c927a1aa3cf9d4cc04a3a400defde1,"[""68803485030073596962715540294172682212192134248970512695855620898253368033218"", ""58534831224432332845742394199681128700782343287162911891204466367752298448751""]",False
553830,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Tampa Bay Lightning win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,"[""35573117698117780238142713946749692621043319879346349609080985768472429209643"", ""76626937605855383085159195963889428951048025160807952406004049979161449392204""]",False
553831,Will the Los Angeles Kings win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Los Angeles Kings win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-los-angeles-kings-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x3b6cdd4f72cef7f29ff7e054444095564dc582266b7230be3c2b5f194d89f37d,"[""75497690502531380056390405612014900797768656980504946546336044296003833597355"", ""2729425106258568059271359452117793887389510413905823490566998620570283391162""]",False
553833,Will the Winnipeg Jets win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Winnipeg Jets win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-winnipeg-jets-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xa8b42e207814d2844997523ba83e708b5bfe19cf5d2203325e4eb3ed459a9ded,"[""99302435322944813052105841164428761175935099146724842887228853211763294863784"", ""114873494229479412417798215532571359940253151535176943495434840259150573052987""]",False
553835,Will the Washington Capitals win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Washington Capitals win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-washington-capitals-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x08fa7d350c801391e7ec81d0da90f1fb05ec365f98d16d27e6d64a18d7118973,"[""89607539467374084618016881443767018676837500055609025995679802231807669451541"", ""94050134900986983016097201951730545344521023881338999145214939216138319853878""]",False
553837,Will the Ottawa Senators win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Ottawa Senators win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-ottawa-senators-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x139b893a7ae21eaec72e887ba88910831944b4662512428c122c4ad0a5c125ac,"[""52122163926965666340769912737036425235018536048643947600257470162508745804215"", ""8670072980013890450224478921744074220453109802844788568180411173557818867412""]",False
553838,Will the Minnesota Wild win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Minnesota Wild win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-minnesota-wild-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x0d082a85f48a5226b1205acdb6e95ead2fe373acabcf6c471f5895f86f42a276,"[""52393600221905688380980180540161090876971894580569515967716227210336633318551"", ""21431572216384228534336063536634350950418274877940611814171622998125116043513""]",False
553839,Will the Utah Mammoth win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Utah Mammoth win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-utah-mammoth-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xfdc1041ba84bfd8f741eee0bdafce8b1887626c83afd017d18ee9b1f77008b9f,"[""77381084121703585434442737895792916741546405992903866299069398776973629407962"", ""113689564696134010397605001832750509195155730029258888570920506901252575318870""]",False
553840,Will the St. Louis Blues win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the St. Louis Blues win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-st-louis-blues-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x1c36595d8a1726549acca61c5eb8c9173de87c780ee1cee660ceb5b517530ab7,"[""95906133471794193454744901623691925557845709993144309634376654892470898743791"", ""16733963691769584309423280660375771179010096967188890232332330083461305887988""]",False
553842,Will the New York Islanders win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the New York Islanders win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-new-york-islanders-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x99d0ce2ab858154ba1ec511863dae5a9fe41731457022cf2ef8b1024cf97405a,"[""100198467481990754389879542132900146141512359428605143337944632886324000145723"", ""53611027669372139007790641596033292035302146631496758994013659593681089555225""]",False
553843,Will the Philadelphia Flyers win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Philadelphia Flyers win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-philadelphia-flyers-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0xd66cbb60c333c2eed61717370755c18bc7e494fed90cb507cd9b49c77100951d,"[""89876650777103845660381011502618435196005005316371719080379226306122186643898"", ""103499896493634243542593138704667892499128832763387792529972229935046936155180""]",False
553844,Will the Columbus Blue Jackets win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Columbus Blue Jackets win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-columbus-blue-jackets-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x4c317ee82d81e0a49aa9862a8c2d876fee322064acf02cd8e1346fbed36083e8,"[""6772099324721707224715070437205709623671146843087680984461675764599992554029"", ""89449176936226644848783012576486654336480746280426703687616042913707102840919""]",False
553846,Will the Nashville Predators win the 2026 NHL Stanley Cup?,"This market will resolve to “Yes” if the Nashville Predators win the 2026 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",,True,False,2026-06-30 00:00:00+00:00,will-the-nashville-predators-win-the-2026-nhl-stanley-cup,"[""Yes"", ""No""]",0x54cb2293de4ce01c85b62b0c43911a36614c8558b02b70703326ca4b938a83d4,"[""98049742009801855771548452791429416975406795240797895877767309269050997573962"", ""22756397632925411304173147389943983888502615032147937432114667609184398573143""]",False
